accession_id,design_description,library_name,library_construction_protocol,paired_nominal_length,paired_nominal_sdev,platform,model,library_layout,library_strategy,library_source,library_selection,extra_attributes,study_accession_id,submission_accession_id,created_at,edited_at
EGAX00001158869,,,,301,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:08+01,2014-08-11 14:54:12+02
EGAX00001158870,,,,203,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:08+01,2014-08-11 14:54:12+02
EGAX00001158871,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:08+01,2014-08-11 14:54:20+02
EGAX00001158872,,,,210,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:20+02
EGAX00001158873,,,,210,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:20+02
EGAX00001158874,,,,199,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:20+02
EGAX00001158875,,,,294,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:12+02
EGAX00001158876,,,,182,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:17+02
EGAX00001158877,,,,203,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:20+02
EGAX00001158878,,,,212,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:17+02
EGAX00001158879,,,,300,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:12+02
EGAX00001158880,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:12+02
EGAX00001158881,,,,297,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:17+02
EGAX00001158882,,,,241,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:20+02
EGAX00001158883,,,,326,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:17+02
EGAX00001158884,,,,325,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:12+02
EGAX00001158885,,,,231,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:12+02
EGAX00001158886,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:12+02
EGAX00001158887,,,,231,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:09+01,2014-08-11 14:54:20+02
EGAX00001158888,,,,195,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:12+02
EGAX00001158889,,,,244,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:17+02
EGAX00001158890,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:18+02
EGAX00001158891,,,,234,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:20+02
EGAX00001158892,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:20+02
EGAX00001158893,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:20+02
EGAX00001158894,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:18+02
EGAX00001158895,,,,211,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:20+02
EGAX00001158896,,,,200,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:12+02
EGAX00001158897,,,,233,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:21+02
EGAX00001158898,,,,204,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:12+02
EGAX00001158899,,,,184,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:21+02
EGAX00001158900,,,,322,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:21+02
EGAX00001158901,,,,188,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:12+02
EGAX00001158902,,,,338,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:10+01,2014-08-11 14:54:21+02
EGAX00001158903,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:21+02
EGAX00001158904,,,,215,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:12+02
EGAX00001158905,,,,274,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:21+02
EGAX00001158906,,,,185,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:12+02
EGAX00001158907,,,,337,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:21+02
EGAX00001158908,,,,197,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:21+02
EGAX00001158909,,,,171,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:21+02
EGAX00001158910,,,,222,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:12+02
EGAX00001158911,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:21+02
EGAX00001158912,,,,204,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:21+02
EGAX00001158913,,,,336,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:12+02
EGAX00001158914,,,,333,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:12+02
EGAX00001158915,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:21+02
EGAX00001158916,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:12+02
EGAX00001158917,,,,219,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:11+01,2014-08-11 14:54:12+02
EGAX00001158918,,,,242,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:12+01,2014-08-11 14:54:12+02
EGAX00001158919,,,,200,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:12+01,2014-08-11 14:54:21+02
EGAX00001158920,,,,208,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:12+01,2014-08-11 14:54:21+02
EGAX00001158921,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:12+01,2014-08-11 14:54:13+02
EGAX00001158922,,,,205,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:12+01,2014-08-11 14:54:12+02
EGAX00001158923,,,,199,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:12+01,2014-08-11 14:54:12+02
EGAX00001158924,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:12+01,2014-08-11 14:54:21+02
EGAX00001158925,,,,209,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134544,2014-01-23 23:20:12+01,2014-08-11 14:54:12+02
EGAX00001158926,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:46+01,2014-08-11 14:54:05+02
EGAX00001158927,,,,208,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:46+01,2014-08-11 14:54:05+02
EGAX00001158928,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:46+01,2014-08-11 14:54:05+02
EGAX00001158929,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158930,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158931,,,,188,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158932,,,,209,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158933,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158934,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:12+02
EGAX00001158935,,,,324,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:12+02
EGAX00001158936,,,,199,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:12+02
EGAX00001158937,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158938,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158939,,,,233,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:12+02
EGAX00001158940,,,,230,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158941,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:13+02
EGAX00001158942,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158943,,,,233,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:05+02
EGAX00001158944,,,,243,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:47+01,2014-08-11 14:54:13+02
EGAX00001158945,,,,232,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:05+02
EGAX00001158946,,,,208,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:05+02
EGAX00001158947,,,,205,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:06+02
EGAX00001158948,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:06+02
EGAX00001158949,,,,247,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:13+02
EGAX00001158950,,,,212,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:18+02
EGAX00001158951,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:13+02
EGAX00001158952,,,,218,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:06+02
EGAX00001158953,,,,192,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:06+02
EGAX00001158954,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:06+02
EGAX00001158955,,,,197,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:06+02
EGAX00001158956,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:13+02
EGAX00001158957,,,,186,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:06+02
EGAX00001158958,,,,187,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:13+02
EGAX00001158959,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:06+02
EGAX00001158960,,,,185,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:48+01,2014-08-11 14:54:18+02
EGAX00001158961,,,,209,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:06+02
EGAX00001158962,,,,244,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:06+02
EGAX00001158963,,,,212,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:13+02
EGAX00001158964,,,,210,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:13+02
EGAX00001158965,,,,199,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:18+02
EGAX00001158966,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:18+02
EGAX00001158967,,,,179,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:18+02
EGAX00001158968,,,,176,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:06+02
EGAX00001158969,,,,324,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:06+02
EGAX00001158970,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:06+02
EGAX00001158971,,,,217,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:06+02
EGAX00001158972,,,,209,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:49+01,2014-08-11 14:54:06+02
EGAX00001158973,,,,204,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:18+02
EGAX00001158974,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:18+02
EGAX00001158975,,,,240,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:18+02
EGAX00001158976,,,,208,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:13+02
EGAX00001158977,,,,208,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:13+02
EGAX00001158978,,,,227,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:18+02
EGAX00001158979,,,,204,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:18+02
EGAX00001158980,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:13+02
EGAX00001158981,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:18+02
EGAX00001158982,,,,222,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:18+02
EGAX00001158983,,,,209,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:18+02
EGAX00001158984,,,,213,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:13+02
EGAX00001158985,,,,229,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:19+02
EGAX00001158986,,,,199,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:19+02
EGAX00001158987,,,,208,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:19+02
EGAX00001158988,,,,186,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:13+02
EGAX00001158989,,,,183,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:19+02
