study_accession_id,study_title,study_type,instrument_platform,instrument_model,library_layout,library_name,library_strategy,library_source,library_selection,experiment_accession_id,run_accession_id,sample_accession_id,sample_alias,biosample_id,sample_title
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158963,EGAR00001163641,EGAN00001188085,636127,SAMEA2337331,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158964,EGAR00001163642,EGAN00001188086,636793,SAMEA2337332,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158965,EGAR00001163643,EGAN00001188087,636751,SAMEA2337333,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158966,EGAR00001163644,EGAN00001188088,636759,SAMEA2337334,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158967,EGAR00001163645,EGAN00001188089,636837,SAMEA2337335,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158968,EGAR00001163646,EGAN00001188090,636838,SAMEA2337336,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158969,EGAR00001163647,EGAN00001188091,587621,SAMEA2337337,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158970,EGAR00001163648,EGAN00001188092,639208,SAMEA2337338,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158971,EGAR00001163649,EGAN00001188093,587467,SAMEA2337339,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158972,EGAR00001163650,EGAN00001188094,587468,SAMEA2337340,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158973,EGAR00001163651,EGAN00001188095,635987,SAMEA2337341,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158974,EGAR00001163652,EGAN00001188096,635988,SAMEA2337342,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158975,EGAR00001163653,EGAN00001188097,587469,SAMEA2337343,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158976,EGAR00001163654,EGAN00001188098,635989,SAMEA2337344,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158977,EGAR00001163655,EGAN00001188099,587470,SAMEA2337345,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158978,EGAR00001163656,EGAN00001188100,587472,SAMEA2337346,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158979,EGAR00001163657,EGAN00001188101,635990,SAMEA2337347,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158980,EGAR00001163658,EGAN00001188102,587473,SAMEA2337348,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158981,EGAR00001163659,EGAN00001188103,587739,SAMEA2337349,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158982,EGAR00001163660,EGAN00001188104,587474,SAMEA2337350,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158983,EGAR00001163661,EGAN00001188105,587475,SAMEA2337351,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158984,EGAR00001163662,EGAN00001188106,635991,SAMEA2337352,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158985,EGAR00001163663,EGAN00001188107,587507,SAMEA2337353,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158986,EGAR00001163664,EGAN00001188108,587415,SAMEA2337354,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158987,EGAR00001163665,EGAN00001188109,636124,SAMEA2337355,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158988,EGAR00001163666,EGAN00001188110,586996,SAMEA2337356,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158989,EGAR00001163667,EGAN00001188111,636090,SAMEA2337357,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158990,EGAR00001163668,EGAN00001188112,587477,SAMEA2337358,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158991,EGAR00001163669,EGAN00001188113,636016,SAMEA2337359,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158992,EGAR00001163670,EGAN00001188114,636118,SAMEA2337360,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158993,EGAR00001163671,EGAN00001188115,636874,SAMEA2337361,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158994,EGAR00001163672,EGAN00001188116,587622,SAMEA2337362,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158995,EGAR00001163673,EGAN00001188117,587700,SAMEA2337363,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158996,EGAR00001163674,EGAN00001188118,587019,SAMEA2337364,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158997,EGAR00001163675,EGAN00001188119,587521,SAMEA2337365,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158998,EGAR00001163676,EGAN00001188120,639160,SAMEA2337366,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001158999,EGAR00001163677,EGAN00001188121,587020,SAMEA2337367,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159000,EGAR00001163678,EGAN00001188122,636119,SAMEA2337368,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159001,EGAR00001163679,EGAN00001188123,635613,SAMEA2337369,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159002,EGAR00001163680,EGAN00001188124,587418,SAMEA2337370,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159003,EGAR00001163681,EGAN00001188125,636115,SAMEA2337371,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159004,EGAR00001163682,EGAN00001188126,635614,SAMEA2337372,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159005,EGAR00001163683,EGAN00001188127,636826,SAMEA2337373,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159006,EGAR00001163684,EGAN00001188128,636191,SAMEA2337374,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159007,EGAR00001163685,EGAN00001188129,636801,SAMEA2337375,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159008,EGAR00001163686,EGAN00001188130,587419,SAMEA2337376,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159009,EGAR00001163687,EGAN00001188131,635992,SAMEA2337377,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159010,EGAR00001163688,EGAN00001188132,636187,SAMEA2337378,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159011,EGAR00001163689,EGAN00001188133,587623,SAMEA2337379,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159012,EGAR00001163690,EGAN00001188134,587551,SAMEA2337380,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159013,EGAR00001163691,EGAN00001188135,639170,SAMEA2337381,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159014,EGAR00001163692,EGAN00001188136,635631,SAMEA2337382,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159015,EGAR00001163693,EGAN00001188137,635632,SAMEA2337383,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159016,EGAR00001163694,EGAN00001188138,587534,SAMEA2337384,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159017,EGAR00001163695,EGAN00001188139,587535,SAMEA2337385,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159018,EGAR00001163696,EGAN00001188140,636845,SAMEA2337386,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159019,EGAR00001163697,EGAN00001188141,587554,SAMEA2337387,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159020,EGAR00001163698,EGAN00001188142,636069,SAMEA2337388,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159021,EGAR00001163699,EGAN00001188143,636136,SAMEA2337389,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159022,EGAR00001163700,EGAN00001188144,587556,SAMEA2337390,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159023,EGAR00001163701,EGAN00001188145,587536,SAMEA2337391,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159024,EGAR00001163702,EGAN00001188146,636199,SAMEA2337392,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159025,EGAR00001163703,EGAN00001188147,636772,SAMEA2337393,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159026,EGAR00001163704,EGAN00001188148,636824,SAMEA2337394,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159027,EGAR00001163705,EGAN00001188149,587557,SAMEA2337395,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159028,EGAR00001163706,EGAN00001188150,636823,SAMEA2337396,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159029,EGAR00001163707,EGAN00001188151,587559,SAMEA2337397,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159030,EGAR00001163708,EGAN00001188152,587537,SAMEA2337398,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159031,EGAR00001163709,EGAN00001188153,635633,SAMEA2337399,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159032,EGAR00001163710,EGAN00001188154,636771,SAMEA2337400,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159033,EGAR00001163711,EGAN00001188155,588234,SAMEA2337401,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159034,EGAR00001163712,EGAN00001188156,635634,SAMEA2337402,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159035,EGAR00001163713,EGAN00001188157,587538,SAMEA2337403,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159036,EGAR00001163714,EGAN00001188158,587563,SAMEA2337404,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159037,EGAR00001163715,EGAN00001188159,587564,SAMEA2337405,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159038,EGAR00001163716,EGAN00001188160,636770,SAMEA2337406,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159039,EGAR00001163717,EGAN00001188161,636819,SAMEA2337407,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159040,EGAR00001163718,EGAN00001188162,639171,SAMEA2337408,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159041,EGAR00001163719,EGAN00001188163,636445,SAMEA2337409,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159042,EGAR00001163720,EGAN00001188164,636809,SAMEA2337410,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159043,EGAR00001163721,EGAN00001188165,587565,SAMEA2337411,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159044,EGAR00001163722,EGAN00001188166,636811,SAMEA2337412,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159045,EGAR00001163723,EGAN00001188167,635635,SAMEA2337413,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159046,EGAR00001163724,EGAN00001188168,635636,SAMEA2337414,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159047,EGAR00001163725,EGAN00001188169,636750,SAMEA2337415,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159048,EGAR00001163726,EGAN00001188170,587569,SAMEA2337416,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159049,EGAR00001163727,EGAN00001188171,636862,SAMEA2337417,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159050,EGAR00001163728,EGAN00001188172,635637,SAMEA2337418,Cancer Cell Line
EGAS00001000610,RNA sequencing and Illumina 2.5M SNP array data collected from 675 commonly used human cancer cell lines.,Other,ILLUMINA,Illumina HiSeq 2000,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,other,EGAX00001159051,EGAR00001163729,EGAN00001188173,639172,SAMEA2337419,Cancer Cell Line
