sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
636015,EGAN00001188401,SAMEA2337647,EGAR00001163957,EGAX00001159279,EGAS00001000610,"Age=37;Age_Unit=Years;Cell_line=U-937;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Lymphoma Diffuse Large B Cell;Tissue_supergroup=Lymphoid"
636016,EGAN00001188113,SAMEA2337359,EGAR00001163669,EGAX00001158991,EGAS00001000610,"Age=14;Age_Unit=Years;Cell_line=MG-63;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Bone;Tissue_Diagnosis=Osteosarcoma;Tissue_supergroup=Sarcomatiod"
636017,EGAN00001188388,SAMEA2337634,EGAR00001163944,EGAX00001159266,EGAS00001000610,"Age=22;Age_Unit=Years;Cell_line=TC-71;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Gln"";Metastatic_Tissue=NA;Primary_Tissue=Bone;Tissue_Diagnosis=Sarcoma Ewings;Tissue_supergroup=Sarcomatiod"
636018,EGAN00001187821,SAMEA2337067,EGAR00001163378,EGAX00001158700,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=CHP-212;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Gln"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Neuroblastoma;Tissue_supergroup=Brain"
636019,EGAN00001187894,SAMEA2337140,EGAR00001163450,EGAX00001158772,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G111;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636020,EGAN00001187895,SAMEA2337141,EGAR00001163451,EGAX00001158773,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G112;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636021,EGAN00001187896,SAMEA2337142,EGAR00001163452,EGAX00001158774,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G118;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636022,EGAN00001187897,SAMEA2337143,EGAR00001163453,EGAX00001158775,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G120;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636023,EGAN00001187898,SAMEA2337144,EGAR00001163454,EGAX00001158776,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G121;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636024,EGAN00001187899,SAMEA2337145,EGAR00001163455,EGAX00001158777,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G122;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636025,EGAN00001187900,SAMEA2337146,EGAR00001163456,EGAX00001158778,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G124;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636026,EGAN00001187901,SAMEA2337147,EGAR00001163457,EGAX00001158779,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G130;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636027,EGAN00001187902,SAMEA2337148,EGAR00001163458,EGAX00001158780,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G140;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636028,EGAN00001187904,SAMEA2337150,EGAR00001163460,EGAX00001158782,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G142;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636029,EGAN00001187905,SAMEA2337151,EGAR00001163461,EGAX00001158783,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G22;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636030,EGAN00001187906,SAMEA2337152,EGAR00001163462,EGAX00001158784,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G28T;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636031,EGAN00001187907,SAMEA2337153,EGAR00001163463,EGAX00001158785,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G44;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636032,EGAN00001187908,SAMEA2337154,EGAR00001163464,EGAX00001158786,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G59;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636033,EGAN00001187909,SAMEA2337155,EGAR00001163465,EGAX00001158787,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G61;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636034,EGAN00001187910,SAMEA2337156,EGAR00001163466,EGAX00001158788,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G84;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636035,EGAN00001187911,SAMEA2337157,EGAR00001163467,EGAX00001158789,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G96;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636036,EGAN00001188312,SAMEA2337558,EGAR00001163868,EGAX00001159190,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SF268;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636037,EGAN00001188313,SAMEA2337559,EGAR00001163869,EGAX00001159191,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SF539;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636038,EGAN00001187946,SAMEA2337192,EGAR00001163502,EGAX00001158824,EGAS00001000610,"Age=48;Age_Unit=Years;Cell_line=HCC2157;ENA-CHECKLIST=ERC000026;Ethnicity=African;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Gln"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma Ductal;Tissue_supergroup=Breast"
636039,EGAN00001188384,SAMEA2337630,EGAR00001163940,EGAX00001159262,EGAS00001000610,"Age=25;Age_Unit=Years;Cell_line=SW 982;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Sarcoma Synovial;Tissue_supergroup=Breast"
636040,EGAN00001187797,SAMEA2337043,EGAR00001163354,EGAX00001158676,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=Ca Ski;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Cervix;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Cervix"
636041,EGAN00001188315,SAMEA2337561,EGAR00001163871,EGAX00001159193,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SiHa;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Cervix;Tissue_Diagnosis=Carcinoma Squamous Cell;Tissue_supergroup=Cervix"
636043,EGAN00001187827,SAMEA2337073,EGAR00001163384,EGAX00001158706,EGAS00001000610,"Age=70;Age_Unit=Years;Cell_line=COLO 205;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=Ascites;Primary_Tissue=Colon;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Colo-Rectal"
636044,EGAN00001187828,SAMEA2337074,EGAR00001163385,EGAX00001158707,EGAS00001000610,"Age=70;Age_Unit=Years;Cell_line=COLO 206F;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Colon;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Colo-Rectal"
636045,EGAN00001187971,SAMEA2337217,EGAR00001163527,EGAX00001158849,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HCT 116;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""50% FBS, 40% media, 10% DMSO"";Gender=Male;Growth_Media=""McCoys 5A,  10% FBS, 2mM L-glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Colon;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Colo-Rectal"
636046,EGAN00001187982,SAMEA2337228,EGAR00001163538,EGAX00001158860,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HM7;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""90% FBS, 10% DMSO"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Colon;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Colo-Rectal"
636048,EGAN00001188084,SAMEA2337330,EGAR00001163640,EGAX00001158962,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=LS 174T;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Colon;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Colo-Rectal"
636049,EGAN00001188372,SAMEA2337618,EGAR00001163928,EGAX00001159250,EGAS00001000610,"Age=66;Age_Unit=Years;Cell_line=SW 1463;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""90% Complete Growth Media, 10% DMSO"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Colon;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Colo-Rectal"
636050,EGAN00001188376,SAMEA2337622,EGAR00001163932,EGAX00001159254,EGAS00001000610,"Age=82;Age_Unit=Years;Cell_line=SW 48;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Colon;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Colo-Rectal"
636051,EGAN00001188377,SAMEA2337623,EGAR00001163933,EGAX00001159255,EGAS00001000610,"Age=50;Age_Unit=Years;Cell_line=SW 480;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=90% FBS; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Colon;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Colo-Rectal"
636052,EGAN00001187763,SAMEA2337009,EGAR00001163320,EGAX00001158642,EGAS00001000610,"Age=15;Age_Unit=Years;Cell_line=A-673;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skeletal Muscle;Tissue_Diagnosis=Rhabdomyosarcoma;Tissue_supergroup=Sarcomatiod"
636053,EGAN00001187781,SAMEA2337027,EGAR00001163338,EGAX00001158660,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=BICR 10;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Oral Cavity;Tissue_Diagnosis=Carcinoma Squamous Cell;Tissue_supergroup=Head-Neck"
636054,EGAN00001187863,SAMEA2337109,EGAR00001163419,EGAX00001158741,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=Detroit 562;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""90% FBS; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Nasal Pharynx;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Head-Neck"
636055,EGAN00001188380,SAMEA2337626,EGAR00001163936,EGAX00001159258,EGAS00001000610,"Age=80;Age_Unit=Years;Cell_line=SW 780;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Urinary Bladder;Tissue_Diagnosis=Carcinoma Transitional Cell;Tissue_supergroup=Urinary Bladder"
636056,EGAN00001187756,SAMEA2337002,EGAR00001163313,EGAX00001158635,EGAS00001000610,"Age=63;Age_Unit=Years;Cell_line=769-P;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Kidney;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Kidney"
636057,EGAN00001187757,SAMEA2337003,EGAR00001163314,EGAX00001158636,EGAS00001000610,"Age=58;Age_Unit=Years;Cell_line=786-O;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Kidney;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Kidney"
636058,EGAN00001187801,SAMEA2337047,EGAR00001163358,EGAX00001158680,EGAS00001000610,"Age=69;Age_Unit=Years;Cell_line=Caki-2;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Kidney;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Kidney"
636059,EGAN00001188392,SAMEA2337638,EGAR00001163948,EGAX00001159270,EGAS00001000610,"Age=46;Age_Unit=Years;Cell_line=TK-10;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Kidney;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Kidney"
636060,EGAN00001188013,SAMEA2337259,EGAR00001163569,EGAX00001158891,EGAS00001000610,"Age=57;Age_Unit=Years;Cell_line=HuH-7;ENA-CHECKLIST=ERC000026;Ethnicity=Japanese;Freeze_Media=90% FBS; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine "";Metastatic_Tissue=NA;Primary_Tissue=Liver;Tissue_Diagnosis=Carcinoma Hepatocellular;Tissue_supergroup=Liver"
636061,EGAN00001188024,SAMEA2337270,EGAR00001163580,EGAX00001158902,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=JHH-2;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""Williams Media E, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Liver;Tissue_Diagnosis=Carcinoma Hepatocellular;Tissue_supergroup=Liver"
636062,EGAN00001188027,SAMEA2337273,EGAR00001163583,EGAX00001158905,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=JHH-7;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Liver;Tissue_Diagnosis=Carcinoma Hepatocellular;Tissue_supergroup=Liver"
636063,EGAN00001188341,SAMEA2337587,EGAR00001163897,EGAX00001159219,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SNU-398;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES"";Metastatic_Tissue=NA;Primary_Tissue=Liver;Tissue_Diagnosis=Carcinoma Hepatocellular;Tissue_supergroup=Liver"
636064,EGAN00001188342,SAMEA2337588,EGAR00001163898,EGAX00001159220,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SNU-423;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES"";Metastatic_Tissue=NA;Primary_Tissue=Liver;Tissue_Diagnosis=Carcinoma Hepatocellular;Tissue_supergroup=Liver"
636065,EGAN00001187925,SAMEA2337171,EGAR00001163481,EGAX00001158803,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HCC1171;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Non-Small Cell;Tissue_supergroup=Lung"
636066,EGAN00001187961,SAMEA2337207,EGAR00001163517,EGAX00001158839,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HCC4017;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Large Cell;Tissue_supergroup=Lung"
636067,EGAN00001187964,SAMEA2337210,EGAR00001163520,EGAX00001158842,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HCC515;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Lung"
636068,EGAN00001188007,SAMEA2337253,EGAR00001163563,EGAX00001158885,EGAS00001000610,"Age=35;Age_Unit=Years;Cell_line=HT-1080;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Fibrosarcoma;Tissue_supergroup=Lung"
636069,EGAN00001188142,SAMEA2337388,EGAR00001163698,EGAX00001159020,EGAS00001000610,"Age=60;Age_Unit=Years;Cell_line=NCI-H1437;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=""Effusion, Pleural"";Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Non-Small Cell;Tissue_supergroup=Lung"
636070,EGAN00001188202,SAMEA2337448,EGAR00001163758,EGAX00001159080,EGAS00001000610,Age=NA;Age_Unit=NA;Cell_line=NCI-H322T;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=NA;Growth_Media=RPMI-1640 10% FBS; 2mM L-Glutamine;Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Non-Small Cell;Tissue_supergroup=Lung
636071,EGAN00001188214,SAMEA2337460,EGAR00001163770,EGAX00001159092,EGAS00001000610,"Age=65;Age_Unit=Years;Cell_line=NCI-H727;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Tumor Carcinoid;Tissue_supergroup=Lung"
636072,EGAN00001188216,SAMEA2337462,EGAR00001163772,EGAX00001159094,EGAS00001000610,"Age=40;Age_Unit=Years;Cell_line=NCI-H82;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Small Cell;Tissue_supergroup=Lung"
636073,EGAN00001188222,SAMEA2337468,EGAR00001163778,EGAX00001159100,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=NCI-N417;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Small Cell;Tissue_supergroup=Lung"
